aggr_num,aagr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
770,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
771,0.098,33,0,33,33,3.223,33,N3,L4+1,control,C3_N3_D1,41054.883
772,0.098,58,0,58,58,5.664,58,N3,L4+1,control,C3_N3_D1,41054.883
773,0.195,35.5,4.95,32,39,6.934,71,N3,L4+1,control,C3_N3_D1,41054.883
774,0.195,39.5,0.707,39,40,7.715,79,N3,L4+1,control,C3_N3_D1,41054.883
775,0.195,48,7.071,43,53,9.375,96,N3,L4+1,control,C3_N3_D1,41054.883
776,0.684,32,2.38,30,36,21.875,224,N3,L4+1,control,C3_N3_D1,41054.883
777,0.098,35,0,35,35,3.418,35,N3,L4+1,control,C3_N3_D1,41054.883
778,0.586,51.5,5.992,46,63,30.176,309,N3,L4+1,control,C3_N3_D1,41054.883
779,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
780,0.098,44,0,44,44,4.297,44,N3,L4+1,control,C3_N3_D1,41054.883
781,0.391,42.25,4.924,36,48,16.504,169,N3,L4+1,control,C3_N3_D1,41054.883
782,0.195,55,5.657,51,59,10.742,110,N3,L4+1,control,C3_N3_D1,41054.883
783,0.586,45.5,15.719,30,64,26.66,273,N3,L4+1,control,C3_N3_D1,41054.883
784,0.684,40,11.719,30,65,27.344,280,N3,L4+1,control,C3_N3_D1,41054.883
785,0.098,45,0,45,45,4.395,45,N3,L4+1,control,C3_N3_D1,41054.883
786,0.098,31,0,31,31,3.027,31,N3,L4+1,control,C3_N3_D1,41054.883
787,0.586,52.5,11.979,38,63,30.762,315,N3,L4+1,control,C3_N3_D1,41054.883
788,0.195,58.5,3.536,56,61,11.426,117,N3,L4+1,control,C3_N3_D1,41054.883
789,0.977,41.7,8.807,32,61,40.723,417,N3,L4+1,control,C3_N3_D1,41054.883
790,1.172,43.667,10.021,32,63,51.172,524,N3,L4+1,control,C3_N3_D1,41054.883
791,0.391,55.25,11.471,43,66,21.582,221,N3,L4+1,control,C3_N3_D1,41054.883
792,0.098,38,0,38,38,3.711,38,N3,L4+1,control,C3_N3_D1,41054.883
793,0.098,32,0,32,32,3.125,32,N3,L4+1,control,C3_N3_D1,41054.883
794,0.195,53,4.243,50,56,10.352,106,N3,L4+1,control,C3_N3_D1,41054.883
795,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
796,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
797,0.977,55.6,10.035,33,66,54.297,556,N3,L4+1,control,C3_N3_D1,41054.883
798,0.586,36.833,8.208,30,48,21.582,221,N3,L4+1,control,C3_N3_D1,41054.883
799,0.098,36,0,36,36,3.516,36,N3,L4+1,control,C3_N3_D1,41054.883
800,0.098,31,0,31,31,3.027,31,N3,L4+1,control,C3_N3_D1,41054.883
801,0.488,48.6,11.696,36,66,23.73,243,N3,L4+1,control,C3_N3_D1,41054.883
802,0.391,39.5,4.509,36,46,15.43,158,N3,L4+1,control,C3_N3_D1,41054.883
803,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
804,0.195,41.5,14.849,31,52,8.105,83,N3,L4+1,control,C3_N3_D1,41054.883
805,1.074,58.818,4.49,52,66,63.184,647,N3,L4+1,control,C3_N3_D1,41054.883
806,0.684,60.857,5.872,48,65,41.602,426,N3,L4+1,control,C3_N3_D1,41054.883
807,0.195,48,11.314,40,56,9.375,96,N3,L4+1,control,C3_N3_D1,41054.883
808,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
809,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
810,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
811,0.391,64,2.449,61,66,25,256,N3,L4+1,control,C3_N3_D1,41054.883
812,0.195,30.5,0.707,30,31,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
813,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
814,0.391,62,4.243,57,66,24.219,248,N3,L4+1,control,C3_N3_D1,41054.883
815,0.391,49.25,5.5,42,54,19.238,197,N3,L4+1,control,C3_N3_D1,41054.883
816,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
817,0.391,46.5,16.823,30,61,18.164,186,N3,L4+1,control,C3_N3_D1,41054.883
818,0.586,49.5,10.784,36,64,29.004,297,N3,L4+1,control,C3_N3_D1,41054.883
819,0.195,30.5,0.707,30,31,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
820,0.879,34.222,2.906,30,39,30.078,308,N3,L4+1,control,C3_N3_D1,41054.883
821,0.195,32,2.828,30,34,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
822,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
823,0.098,35,0,35,35,3.418,35,N3,L4+1,control,C3_N3_D1,41054.883
824,0.098,34,0,34,34,3.32,34,N3,L4+1,control,C3_N3_D1,41054.883
825,0.195,31,1.414,30,32,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
826,0.293,43.333,15.503,32,61,12.695,130,N3,L4+1,control,C3_N3_D1,41054.883
827,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
828,0.098,57,0,57,57,5.566,57,N3,L4+1,control,C3_N3_D1,41054.883
829,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
830,0.195,57.5,3.536,55,60,11.23,115,N3,L4+1,control,C3_N3_D1,41054.883
831,0.098,32,0,32,32,3.125,32,N3,L4+1,control,C3_N3_D1,41054.883
832,0.098,47,0,47,47,4.59,47,N3,L4+1,control,C3_N3_D1,41054.883
833,0.293,50.667,6.028,45,57,14.844,152,N3,L4+1,control,C3_N3_D1,41054.883
834,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
835,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
836,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
837,0.195,62.5,2.121,61,64,12.207,125,N3,L4+1,control,C3_N3_D1,41054.883
838,0.098,41,0,41,41,4.004,41,N3,L4+1,control,C3_N3_D1,41054.883
839,0.293,62,1,61,63,18.164,186,N3,L4+1,control,C3_N3_D1,41054.883
840,0.879,42.889,9.253,33,58,37.695,386,N3,L4+1,control,C3_N3_D1,41054.883
841,0.098,39,0,39,39,3.809,39,N3,L4+1,control,C3_N3_D1,41054.883
842,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
843,0.977,50.1,11.561,35,65,48.926,501,N3,L4+1,control,C3_N3_D1,41054.883
844,0.098,60,0,60,60,5.859,60,N3,L4+1,control,C3_N3_D1,41054.883
845,0.977,50.6,11.325,33,66,49.414,506,N3,L4+1,control,C3_N3_D1,41054.883
846,0.098,34,0,34,34,3.32,34,N3,L4+1,control,C3_N3_D1,41054.883
847,0.781,57.625,7.328,44,63,45.02,461,N3,L4+1,control,C3_N3_D1,41054.883
848,0.293,62,3.606,59,66,18.164,186,N3,L4+1,control,C3_N3_D1,41054.883
849,0.391,40.25,6.85,30,44,15.723,161,N3,L4+1,control,C3_N3_D1,41054.883
850,0.195,30.5,0.707,30,31,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
851,0.391,43.25,11.354,32,59,16.895,173,N3,L4+1,control,C3_N3_D1,41054.883
852,0.293,63,1,62,64,18.457,189,N3,L4+1,control,C3_N3_D1,41054.883
853,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
854,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
855,0.781,49.5,8.211,35,58,38.672,396,N3,L4+1,control,C3_N3_D1,41054.883
856,0.684,61.429,2.699,57,65,41.992,430,N3,L4+1,control,C3_N3_D1,41054.883
857,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
858,0.391,48.25,14.385,34,63,18.848,193,N3,L4+1,control,C3_N3_D1,41054.883
859,0.195,62.5,0.707,62,63,12.207,125,N3,L4+1,control,C3_N3_D1,41054.883
860,0.098,49,0,49,49,4.785,49,N3,L4+1,control,C3_N3_D1,41054.883
861,0.586,60.5,5.089,52,66,35.449,363,N3,L4+1,control,C3_N3_D1,41054.883
862,0.293,50,12.53,38,63,14.648,150,N3,L4+1,control,C3_N3_D1,41054.883
863,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
864,0.098,59,0,59,59,5.762,59,N3,L4+1,control,C3_N3_D1,41054.883
865,0.586,48.333,14.922,32,66,28.32,290,N3,L4+1,control,C3_N3_D1,41054.883
866,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
867,0.098,44,0,44,44,4.297,44,N3,L4+1,control,C3_N3_D1,41054.883
868,0.098,59,0,59,59,5.762,59,N3,L4+1,control,C3_N3_D1,41054.883
869,0.293,44.667,6.11,38,50,13.086,134,N3,L4+1,control,C3_N3_D1,41054.883
870,0.684,44.714,12.162,30,64,30.566,313,N3,L4+1,control,C3_N3_D1,41054.883
871,0.684,31.857,2.545,30,36,21.777,223,N3,L4+1,control,C3_N3_D1,41054.883
872,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
873,0.195,48,9.899,41,55,9.375,96,N3,L4+1,control,C3_N3_D1,41054.883
874,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
875,2.441,40.88,11.285,30,65,99.805,1022,N3,L4+1,control,C3_N3_D1,41054.883
876,0.195,59,8.485,53,65,11.523,118,N3,L4+1,control,C3_N3_D1,41054.883
877,0.098,60,0,60,60,5.859,60,N3,L4+1,control,C3_N3_D1,41054.883
878,0.293,47.667,4.726,44,53,13.965,143,N3,L4+1,control,C3_N3_D1,41054.883
879,0.293,36.333,5.508,31,42,10.645,109,N3,L4+1,control,C3_N3_D1,41054.883
880,0.391,45.25,13.175,33,63,17.676,181,N3,L4+1,control,C3_N3_D1,41054.883
881,1.66,35.588,6.165,30,49,59.082,605,N3,L4+1,control,C3_N3_D1,41054.883
882,0.195,35.5,2.121,34,37,6.934,71,N3,L4+1,control,C3_N3_D1,41054.883
883,0.195,40.5,14.849,30,51,7.91,81,N3,L4+1,control,C3_N3_D1,41054.883
884,0.195,49.5,19.092,36,63,9.668,99,N3,L4+1,control,C3_N3_D1,41054.883
885,0.879,49.889,11.152,34,64,43.848,449,N3,L4+1,control,C3_N3_D1,41054.883
886,0.195,42.5,13.435,33,52,8.301,85,N3,L4+1,control,C3_N3_D1,41054.883
887,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
888,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
889,7.52,35.208,5.082,30,52,264.746,2711,N3,L4+1,control,C3_N3_D1,41054.883
890,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
891,0.293,37.667,5.686,33,44,11.035,113,N3,L4+1,control,C3_N3_D1,41054.883
892,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
893,0.293,40,3.606,36,43,11.719,120,N3,L4+1,control,C3_N3_D1,41054.883
894,0.098,36,0,36,36,3.516,36,N3,L4+1,control,C3_N3_D1,41054.883
895,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
896,0.586,47.167,10.591,34,61,27.637,283,N3,L4+1,control,C3_N3_D1,41054.883
897,0.293,32,1,31,33,9.375,96,N3,L4+1,control,C3_N3_D1,41054.883
898,0.098,37,0,37,37,3.613,37,N3,L4+1,control,C3_N3_D1,41054.883
899,0.098,48,0,48,48,4.688,48,N3,L4+1,control,C3_N3_D1,41054.883
900,0.293,65,1,64,66,19.043,195,N3,L4+1,control,C3_N3_D1,41054.883
901,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
902,0.781,58.5,2.204,56,62,45.703,468,N3,L4+1,control,C3_N3_D1,41054.883
903,0.098,46,0,46,46,4.492,46,N3,L4+1,control,C3_N3_D1,41054.883
